codigo_municipio,anno,cantidad,delito
50689,2008,46,14
50689,2008,9,15
50711,2008,15,8
50711,2008,36,9
50711,2008,9,11
50711,2008,1,13
50711,2008,50,14
50711,2008,5,15
5088,2008,5,10
5101,2008,3,10
5147,2008,1,10
5148,2008,1,10
5190,2008,1,10
52001,2008,853,8
52001,2008,118,9
52001,2008,28,10
52001,2008,492,11
52001,2008,1,12
52001,2008,823,14
52001,2008,78,15
52019,2008,2,8
52019,2008,17,11
52019,2008,5,14
52022,2008,2,9
52022,2008,1,14
52036,2008,2,8
52036,2008,1,9
52036,2008,3,11
52036,2008,1,13
52036,2008,10,14
52051,2008,1,8
52051,2008,3,14
52051,2008,1,15
52079,2008,5,8
52079,2008,32,9
52079,2008,3,11
52079,2008,11,14
52083,2008,1,9
52083,2008,14,11
52083,2008,7,14
52110,2008,3,8
52110,2008,12,9
52110,2008,5,11
52110,2008,22,14
52110,2008,5,15
52203,2008,1,8
52203,2008,4,9
52203,2008,5,11
52203,2008,1,13
52203,2008,1,14
52207,2008,3,9
52207,2008,5,11
52207,2008,3,14
52210,2008,2,14
52210,2008,1,15
52215,2008,4,9
52215,2008,2,10
52215,2008,3,11
52215,2008,18,14
52215,2008,2,15
52224,2008,1,9
52224,2008,3,11
52224,2008,1,14
52224,2008,1,15
52227,2008,4,9
52227,2008,1,14
52227,2008,1,15
52233,2008,7,9
52233,2008,3,14
52240,2008,5,8
52240,2008,4,9
52240,2008,22,11
52240,2008,3,14
52240,2008,1,15
52250,2008,9,8
52250,2008,10,9
52250,2008,12,11
52250,2008,3,13
52250,2008,18,14
52250,2008,5,15
52254,2008,4,9
52254,2008,21,11
52254,2008,6,14
52256,2008,1,8
52256,2008,7,9
52256,2008,5,11
52256,2008,3,14
52256,2008,1,15
52258,2008,2,8
52258,2008,4,9
52258,2008,1,10
52258,2008,5,11
52258,2008,2,14
52260,2008,3,8
52260,2008,3,9
52260,2008,16,11
52260,2008,2,12
52260,2008,14,14
52287,2008,1,8
52287,2008,3,9
52287,2008,1,14
52317,2008,4,9
52317,2008,1,10
52317,2008,5,11
52317,2008,4,14
52320,2008,3,9
52320,2008,5,11
52320,2008,1,13
52320,2008,6,14
52320,2008,3,15
52323,2008,1,8
52323,2008,4,9
52323,2008,1,14
52352,2008,4,11
52352,2008,7,14
52352,2008,2,15
52354,2008,1,8
52354,2008,3,9
52354,2008,6,11
52354,2008,6,14
52354,2008,1,15
52356,2008,95,8
52356,2008,37,9
52356,2008,11,10
52356,2008,51,11
52356,2008,165,14
52356,2008,20,15
52378,2008,6,8
52378,2008,3,9
52378,2008,15,14
52378,2008,3,15
52381,2008,2,9
52381,2008,6,11
52381,2008,2,14
52381,2008,1,15
52385,2008,3,9
52385,2008,2,11
52390,2008,3,9
52390,2008,1,11
52390,2008,4,14
52399,2008,12,8
52399,2008,7,9
52399,2008,1,10
52399,2008,35,11
52399,2008,30,14
52405,2008,3,8
52405,2008,6,9
52405,2008,3,11
52405,2008,20,14
52405,2008,1,15
52411,2008,1,8
52411,2008,10,9
52411,2008,2,10
52411,2008,1,11
52411,2008,4,14
52418,2008,2,8
52418,2008,1,9
52418,2008,2,11
52418,2008,4,14
52427,2008,3,9
52435,2008,1,8
52435,2008,3,9
52435,2008,2,11
52435,2008,6,14
52473,2008,4,9
52480,2008,2,9
52480,2008,17,11
52480,2008,3,14
52490,2008,8,9
52490,2008,1,10
52506,2008,1,8
52506,2008,9,11
52506,2008,5,14
52520,2008,7,9
52520,2008,3,14
52520,2008,1,15
52540,2008,1,8
52540,2008,5,9
52540,2008,19,11
52540,2008,1,13
52540,2008,4,14
52560,2008,2,9
52560,2008,2,11
52560,2008,9,14
52565,2008,1,9
52565,2008,1,11
52565,2008,1,13
52573,2008,3,9
52573,2008,7,14
52585,2008,4,8
52585,2008,5,9
52585,2008,1,11
52585,2008,4,14
52585,2008,2,15
52612,2008,7,9
52612,2008,5,11
52612,2008,1,13
52612,2008,7,14
52621,2008,4,9
52621,2008,1,14
5266,2008,3,10
52678,2008,3,8
52678,2008,31,9
52678,2008,1,10
52678,2008,6,11
52678,2008,9,14
52678,2008,2,15
52683,2008,3,8
52683,2008,2,9
52683,2008,1,10
52683,2008,34,11
52683,2008,1,12
52683,2008,1,13
52683,2008,14,14
52685,2008,13,11
52685,2008,9,14
52687,2008,1,8
52687,2008,8,9
52687,2008,14,11
52687,2008,1,13
52687,2008,10,14
52687,2008,1,15
52693,2008,1,8
52693,2008,3,9
52693,2008,5,11
52693,2008,7,14
52693,2008,1,15
52694,2008,1,11
52694,2008,2,14
52696,2008,2,9
52696,2008,1,15
52699,2008,1,8
52699,2008,11,9
52699,2008,2,14
52720,2008,3,8
52720,2008,2,9
52720,2008,5,14
52786,2008,1,8
52786,2008,11,9
52786,2008,1,10
52786,2008,3,11
52786,2008,22,14
52788,2008,2,8
52788,2008,1,9
52788,2008,1,10
52788,2008,22,11
52788,2008,6,14
52788,2008,1,15
52835,2008,26,8
52835,2008,231,9
52835,2008,8,10
52835,2008,9,11
52835,2008,1,12
52835,2008,73,14
52835,2008,8,15
52838,2008,16,8
52838,2008,16,9
52838,2008,1,10
52838,2008,56,11
52838,2008,1,12
52838,2008,1,13
52838,2008,64,14
52838,2008,8,15
52885,2008,2,8
52885,2008,1,9
52885,2008,37,11
52885,2008,4,14
52885,2008,2,15
5313,2008,1,10
5318,2008,1,10
5360,2008,7,10
54001,2008,494,8
54001,2008,343,9
54001,2008,7,10
54001,2008,177,11
54001,2008,2,12
54001,2008,7,13
54001,2008,228,14
54001,2008,31,15
54003,2008,5,8
54003,2008,7,9
54003,2008,6,14
54051,2008,1,8
54051,2008,1,9
54051,2008,1,11
54099,2008,1,8
54099,2008,1,9
54109,2008,1,11
54125,2008,1,9
54125,2008,1,14
54125,2008,1,15
54128,2008,3,9
54172,2008,2,8
54172,2008,3,9
54172,2008,1,13
54172,2008,6,14
54174,2008,1,8
54174,2008,4,9
54206,2008,6,9
54206,2008,3,12
54206,2008,1,14
54206,2008,1,15
54223,2008,1,8
54223,2008,1,9
54223,2008,1,14
54239,2008,1,11
54239,2008,1,14
54245,2008,4,12
54245,2008,1,13
54245,2008,1,14
54250,2008,1,8
54250,2008,7,9
54250,2008,2,14
54261,2008,7,9
54261,2008,2,11
54261,2008,3,14
54313,2008,1,14
54344,2008,4,9
54347,2008,1,14
54377,2008,1,8
54385,2008,8,9
54398,2008,1,9
54398,2008,1,10
54398,2008,1,13
54405,2008,20,8
54405,2008,44,9
54405,2008,1,10
54405,2008,6,11
54405,2008,19,14
54405,2008,4,15
54418,2008,1,8
54480,2008,1,8
54480,2008,1,9
54480,2008,2,14
54498,2008,45,8
54498,2008,36,9
54498,2008,1,10
54498,2008,3,11
54498,2008,1,12
54498,2008,2,13
54498,2008,29,14
54498,2008,1,15
54518,2008,17,8
54518,2008,3,9
54518,2008,2,11
54518,2008,17,14
54518,2008,2,15
54553,2008,3,8
54553,2008,1,9
54553,2008,1,12
54599,2008,1,14
54660,2008,2,8
54660,2008,2,9
54660,2008,4,11
54660,2008,2,14
54660,2008,2,15
54670,2008,3,9
54670,2008,1,14
54673,2008,1,8
54673,2008,2,9
54673,2008,2,14
54680,2008,1,9
54680,2008,1,14
54720,2008,3,8
54720,2008,5,9
54720,2008,1,13
54720,2008,2,14
54720,2008,1,15
54743,2008,1,14
54800,2008,1,8
54800,2008,8,9
54800,2008,3,12
54800,2008,2,14
54810,2008,3,8
54810,2008,33,9
54810,2008,1,11
54810,2008,5,12
54810,2008,2,13
54810,2008,8,14
54810,2008,1,15
54820,2008,2,8
54820,2008,1,9
54820,2008,1,12
54820,2008,2,13
54820,2008,3,14
54820,2008,1,15
54874,2008,19,8
54874,2008,23,9
54874,2008,1,10
54874,2008,9,11
54874,2008,16,14
54874,2008,1,15
5615,2008,3,10
5628,2008,1,10
5631,2008,2,10
5649,2008,1,10
5674,2008,2,10
5697,2008,1,10
5790,2008,1,10
5893,2008,1,10
63001,2008,464,8
63001,2008,122,9
63001,2008,3,10
63001,2008,126,11
63001,2008,1,12
63001,2008,238,14
63001,2008,82,15
63130,2008,48,8
63130,2008,33,9
63130,2008,1,10
63130,2008,29,11
63130,2008,48,14
63130,2008,10,15
63190,2008,5,8
63190,2008,13,9
63190,2008,4,11
63190,2008,13,14
63190,2008,4,15
63212,2008,1,8
63212,2008,3,9
63212,2008,2,11
63212,2008,4,14
63212,2008,2,15
63272,2008,4,8
63272,2008,5,11
63272,2008,1,14
63272,2008,4,15
63302,2008,1,8
63302,2008,4,9
63302,2008,4,11
63302,2008,13,14
63302,2008,3,15
63401,2008,12,8
63401,2008,18,9
63401,2008,3,11
63401,2008,19,14
63401,2008,4,15
63470,2008,14,8
63470,2008,23,9
63470,2008,17,11
63470,2008,14,14
63470,2008,7,15
63548,2008,1,8
63548,2008,5,9
63548,2008,1,13
63548,2008,5,14
63548,2008,1,15
63594,2008,31,8
63594,2008,39,9
63594,2008,19,11
63594,2008,35,14
63594,2008,5,15
63690,2008,3,8
63690,2008,6,9
63690,2008,1,11
63690,2008,7,14
66001,2008,1707,8
66001,2008,405,9
66001,2008,17,10
66001,2008,499,11
66001,2008,4,12
66001,2008,2,13
66001,2008,1520,14
66001,2008,213,15
66045,2008,1,8
66045,2008,10,9
66045,2008,6,11
66045,2008,17,14
66045,2008,2,15
66075,2008,6,9
66075,2008,1,11
66075,2008,9,14
66075,2008,2,15
66088,2008,29,8
66088,2008,19,9
66088,2008,1,10
66088,2008,26,11
66088,2008,57,14
66088,2008,3,15
66170,2008,376,8
66170,2008,149,9
66170,2008,3,10
66170,2008,109,11
66170,2008,1,13
66170,2008,414,14
66170,2008,58,15
66318,2008,3,8
66318,2008,4,9
66318,2008,5,11
66318,2008,19,14
66318,2008,2,15
66383,2008,2,8
66383,2008,7,9
66383,2008,5,14
66400,2008,12,8
66400,2008,24,9
66400,2008,1,10
66400,2008,15,11
66400,2008,107,14
66400,2008,4,15
66440,2008,12,8
66440,2008,9,9
66440,2008,13,11
66440,2008,36,14
66440,2008,10,15
66456,2008,11,9
66456,2008,1,10
66456,2008,4,11
66456,2008,1,13
66456,2008,9,14
66456,2008,1,15
66572,2008,1,8
66572,2008,6,9
66572,2008,6,11
66572,2008,12,14
66572,2008,3,15
66594,2008,9,8
66594,2008,6,9
66594,2008,4,10
66594,2008,2,11
66594,2008,40,14
66594,2008,5,15
66682,2008,182,8
66682,2008,66,9
66682,2008,2,10
66682,2008,134,11
66682,2008,202,14
66682,2008,39,15
66687,2008,6,8
66687,2008,16,9
66687,2008,3,11
66687,2008,19,14
68001,2008,2303,8
68001,2008,129,9
68001,2008,9,10
68001,2008,161,11
68001,2008,1356,14
68001,2008,114,15
68013,2008,1,8
68013,2008,1,14
68020,2008,1,8
68020,2008,2,9
68020,2008,3,14
68020,2008,1,15
68051,2008,7,8
68051,2008,1,9
68051,2008,12,14
68077,2008,75,8
68077,2008,3,9
68077,2008,34,11
68077,2008,112,14
68077,2008,13,15
68079,2008,12,8
68079,2008,2,9
68079,2008,7,14
68081,2008,500,8
68081,2008,87,9
68081,2008,12,10
68081,2008,102,11
68081,2008,264,14
68081,2008,66,15
68092,2008,3,8
68092,2008,3,14
68101,2008,25,8
68101,2008,9,9
68101,2008,9,14
68121,2008,3,8
68121,2008,1,11
68121,2008,2,14
68132,2008,1,8
68132,2008,5,14
68147,2008,3,8
68147,2008,2,11
68147,2008,7,14
68152,2008,4,8
68152,2008,1,9
68152,2008,6,14
68152,2008,1,15
68160,2008,1,8
68160,2008,1,13
68160,2008,1,14
68162,2008,2,8
68162,2008,2,14
68167,2008,19,8
68167,2008,1,9
68167,2008,1,10
68167,2008,25,14
68167,2008,1,15
68169,2008,2,8
68169,2008,4,14
68176,2008,2,8
68176,2008,2,14
68176,2008,1,15
68179,2008,3,8
68179,2008,2,14
68190,2008,47,8
68190,2008,35,9
68190,2008,8,11
68190,2008,2,13
68190,2008,96,14
68190,2008,4,15
68207,2008,13,8
68207,2008,2,13
68207,2008,7,14
68209,2008,1,8
68209,2008,10,14
68209,2008,3,15
68211,2008,2,8
68211,2008,3,14
68211,2008,1,15
68217,2008,5,8
68217,2008,1,9
68217,2008,2,11
68217,2008,9,14
68229,2008,9,8
68229,2008,2,9
68229,2008,1,11
68229,2008,28,14
68229,2008,1,15
68235,2008,6,8
68235,2008,6,9
68235,2008,9,14
68235,2008,1,15
68245,2008,1,9
68250,2008,1,8
68250,2008,2,9
68250,2008,3,14
68250,2008,1,15
68255,2008,9,8
68255,2008,12,14
68264,2008,6,14
68266,2008,1,11
68266,2008,3,14
68266,2008,1,15
68271,2008,5,8
68271,2008,1,9
68271,2008,4,14
68276,2008,472,8
68276,2008,53,9
68276,2008,2,10
68276,2008,122,11
68276,2008,388,14
68276,2008,34,15
68296,2008,1,8
68296,2008,2,14
68296,2008,4,15
68298,2008,11,8
68298,2008,1,9
68298,2008,1,11
68298,2008,3,14
68307,2008,284,8
68307,2008,19,9
68307,2008,2,10
68307,2008,118,11
68307,2008,264,14
68307,2008,15,15
68318,2008,2,8
68318,2008,2,9
68318,2008,1,10
68318,2008,13,14
68320,2008,13,8
68320,2008,2,9
68320,2008,1,11
68320,2008,5,14
68322,2008,4,8
68322,2008,1,15
68324,2008,6,8
68324,2008,6,14
68327,2008,6,8
68327,2008,1,9
68327,2008,35,14
68327,2008,3,15
68344,2008,2,8
68344,2008,2,14
68368,2008,2,8
68368,2008,3,9
68368,2008,1,14
68370,2008,1,8
68377,2008,9,8
68377,2008,2,9
68377,2008,8,14
68385,2008,6,8
68385,2008,14,9
68385,2008,1,11
68385,2008,13,14
68385,2008,1,15
68397,2008,8,8
68397,2008,2,9
68397,2008,1,11
68397,2008,9,14
68397,2008,1,15
68406,2008,30,8
68406,2008,1,9
68406,2008,1,11
68406,2008,1,13
68406,2008,35,14
68406,2008,2,15
68418,2008,14,8
68418,2008,1,9
68418,2008,11,14
68432,2008,25,8
68432,2008,1,9
68432,2008,8,11
68432,2008,44,14
68432,2008,10,15
68444,2008,8,8
68444,2008,29,14
68444,2008,1,15
68464,2008,6,8
68464,2008,1,9
68464,2008,3,11
68464,2008,12,14
68464,2008,2,15
68468,2008,3,8
68468,2008,3,14
68498,2008,9,8
68498,2008,16,14
68500,2008,13,8
68500,2008,3,9
68500,2008,8,11
68500,2008,28,14
68500,2008,5,15
68502,2008,5,8
68502,2008,2,9
68502,2008,7,14
68522,2008,1,8
68524,2008,1,8
68524,2008,2,11
68524,2008,5,14
68524,2008,2,15
68533,2008,3,8
68533,2008,2,11
68533,2008,8,14
68547,2008,176,8
68547,2008,18,9
68547,2008,1,10
68547,2008,48,11
68547,2008,217,14
68547,2008,8,15
68549,2008,4,8
68549,2008,3,14
68572,2008,24,8
68572,2008,5,9
68572,2008,2,11
68572,2008,25,14
68572,2008,1,15
68573,2008,2,9
68573,2008,2,11
68573,2008,2,14
68573,2008,1,15
68575,2008,11,8
68575,2008,11,9
68575,2008,1,10
68575,2008,14,11
68575,2008,1,13
68575,2008,17,14
68575,2008,8,15
68615,2008,29,8
68615,2008,3,9
68615,2008,1,10
68615,2008,2,11
68615,2008,35,14
68615,2008,1,15
68655,2008,102,8
68655,2008,8,9
68655,2008,1,10
68655,2008,9,11
68655,2008,65,14
68655,2008,3,15
68669,2008,6,8
68669,2008,14,14
68673,2008,2,8
68673,2008,3,14
68679,2008,130,8
68679,2008,1,9
68679,2008,1,10
68679,2008,20,11
68679,2008,153,14
68679,2008,9,15
68682,2008,2,9
68682,2008,1,14
68684,2008,4,14
68686,2008,2,8
68686,2008,1,9
68686,2008,2,11
68686,2008,3,14
68689,2008,143,8
68689,2008,2,9
68689,2008,3,11
68689,2008,188,14
68689,2008,4,15
68705,2008,3,8
68705,2008,3,14
68720,2008,1,8
68720,2008,1,9
68720,2008,1,12
68720,2008,1,14
68745,2008,3,8
68745,2008,2,9
68745,2008,1,10
68745,2008,14,14
68755,2008,161,8
68755,2008,2,9
68755,2008,3,11
68755,2008,80,14
68755,2008,3,15
68770,2008,7,8
68770,2008,3,9
68770,2008,2,11
68770,2008,19,14
68773,2008,6,8
68773,2008,2,9
68773,2008,4,14
68780,2008,3,8
68780,2008,15,14
68820,2008,5,8
68820,2008,1,9
68820,2008,15,14
68855,2008,4,8
68855,2008,3,14
68861,2008,48,8
68861,2008,3,9
68861,2008,9,11
68861,2008,56,14
68861,2008,9,15
68867,2008,3,8
68867,2008,2,14
68872,2008,2,14
68895,2008,8,8
68895,2008,6,14
70001,2008,817,8
70001,2008,41,9
70001,2008,9,10
70001,2008,246,11
70001,2008,587,14
70001,2008,81,15
70110,2008,7,8
70110,2008,1,10
70110,2008,5,14
70110,2008,2,15
70124,2008,6,8
70124,2008,3,11
70124,2008,9,14
70204,2008,3,8
70204,2008,10,14
70215,2008,117,8
70215,2008,2,9
70215,2008,1,10
70215,2008,7,11
70215,2008,214,14
70215,2008,6,15
70221,2008,18,8
70221,2008,5,9
70221,2008,1,11
70221,2008,18,14
70221,2008,6,15
70230,2008,1,9
70230,2008,2,14
70230,2008,2,15
70233,2008,1,8
70233,2008,2,11
70233,2008,3,14
70235,2008,6,8
70235,2008,2,9
70235,2008,1,11
70235,2008,14,14
70265,2008,2,8
70265,2008,4,9
70265,2008,1,11
70265,2008,18,14
70265,2008,1,15
70400,2008,1,8
70400,2008,1,9
70400,2008,1,11
70400,2008,3,14
70400,2008,3,15
70418,2008,5,8
70418,2008,1,9
70418,2008,2,11
70418,2008,15,14
70429,2008,5,8
70429,2008,1,11
70429,2008,1,13
70429,2008,7,14
70429,2008,4,15
70473,2008,14,8
70473,2008,12,14
70508,2008,20,8
70508,2008,3,9
70508,2008,22,14
70508,2008,1,15
70523,2008,2,8
70523,2008,1,9
70523,2008,4,11
70523,2008,8,14
70523,2008,1,15
70670,2008,19,8
70670,2008,2,9
70670,2008,12,11
70670,2008,35,14
70670,2008,11,15
70678,2008,4,8
70678,2008,5,9
70678,2008,1,11
70678,2008,13,14
70702,2008,15,8
70702,2008,1,9
70702,2008,3,11
70702,2008,16,14
70702,2008,1,15
70708,2008,51,8
70708,2008,6,9
70708,2008,5,11
70708,2008,74,14
70708,2008,4,15
70713,2008,82,8
70713,2008,4,9
70713,2008,1,11
70713,2008,91,14
70713,2008,1,15
70717,2008,12,8
70717,2008,4,9
70717,2008,2,10
70717,2008,16,14
70717,2008,1,15
70742,2008,71,8
70742,2008,2,9
70742,2008,12,11
70742,2008,71,14
70742,2008,4,15
70771,2008,5,8
70771,2008,1,11
70771,2008,1,12
70771,2008,12,14
70771,2008,2,15
70820,2008,129,8
70820,2008,7,9
70820,2008,1,10
70820,2008,16,11
70820,2008,70,14
70820,2008,8,15
70823,2008,5,8
70823,2008,1,9
70823,2008,1,10
70823,2008,1,11
70823,2008,17,14
70823,2008,4,15
73001,2008,1375,8
73001,2008,111,9
73001,2008,26,10
73001,2008,244,11
73001,2008,10,12
73001,2008,5,13
73001,2008,1265,14
73001,2008,58,15
73024,2008,3,9
73024,2008,1,11
73024,2008,1,14
73026,2008,1,8
73026,2008,5,9
73026,2008,1,11
73026,2008,11,14
73026,2008,1,15
73030,2008,1,8
73030,2008,1,9
73030,2008,4,11
73030,2008,1,12
73030,2008,1,14
73043,2008,1,8
73043,2008,7,9
73043,2008,3,14
73055,2008,2,8
73055,2008,3,9
73055,2008,1,11
73067,2008,1,8
73067,2008,2,9
73067,2008,1,14
73067,2008,1,15
73124,2008,9,8
73124,2008,9,9
73124,2008,4,10
73124,2008,1,11
73124,2008,1,13
73124,2008,16,14
73124,2008,1,15
73148,2008,2,8
73148,2008,1,11
73148,2008,1,14
73152,2008,3,9
73152,2008,1,11
73152,2008,1,14
73152,2008,2,15
73168,2008,10,8
73168,2008,16,9
73168,2008,1,10
73168,2008,8,11
73168,2008,1,13
73168,2008,16,14
73168,2008,5,15
73200,2008,4,8
73200,2008,1,9
73200,2008,1,11
73200,2008,6,14
73217,2008,5,8
73217,2008,5,9
73217,2008,1,12
73217,2008,12,14
73217,2008,1,15
73226,2008,4,9
73226,2008,1,14
73236,2008,2,9
73236,2008,1,10
73236,2008,4,13
73236,2008,2,14
73268,2008,57,8
73268,2008,11,9
73268,2008,3,11
73268,2008,21,14
73268,2008,2,15
73270,2008,1,8
73270,2008,1,9
73275,2008,22,8
73275,2008,13,9
73275,2008,2,11
73275,2008,18,14
73275,2008,5,15
73283,2008,5,8
73283,2008,8,9
73283,2008,3,10
73283,2008,7,11
73283,2008,8,14
73283,2008,1,15
73319,2008,7,8
73319,2008,7,9
73319,2008,3,10
73319,2008,3,11
73319,2008,6,14
73319,2008,1,15
73347,2008,2,9
73347,2008,5,14
73349,2008,16,8
73349,2008,6,9
73349,2008,2,11
73349,2008,1,12
73349,2008,9,14
73349,2008,1,15
73352,2008,2,8
73352,2008,2,9
73352,2008,4,14
73408,2008,5,8
73408,2008,4,9
73408,2008,10,11
73408,2008,1,12
73408,2008,1,13
73408,2008,7,14
73408,2008,3,15
73411,2008,16,8
73411,2008,10,9
73411,2008,3,11
73411,2008,1,12
73411,2008,19,14
73443,2008,7,8
73443,2008,7,9
73443,2008,2,10
73443,2008,1,11
73443,2008,2,12
73443,2008,3,14
73449,2008,32,8
73449,2008,5,9
73449,2008,1,10
73449,2008,10,11
73449,2008,25,14
73449,2008,3,15
73461,2008,1,8
73461,2008,1,12
73461,2008,2,14
73483,2008,1,8
73483,2008,5,9
73483,2008,1,10
73483,2008,7,14
73483,2008,3,15
73504,2008,1,8
73504,2008,7,9
73504,2008,2,10
73504,2008,2,11
73504,2008,5,14
73520,2008,1,9
73547,2008,2,14
73555,2008,14,9
73555,2008,1,10
73555,2008,2,12
73555,2008,1,13
73563,2008,1,8
73563,2008,2,9
73563,2008,1,13
73585,2008,3,8
73585,2008,3,9
73585,2008,1,10
73585,2008,1,13
73585,2008,4,14
73585,2008,1,15
73616,2008,2,8
73616,2008,4,9
73616,2008,1,11
73616,2008,5,14
73616,2008,1,15
73622,2008,5,9
73622,2008,1,14
73624,2008,13,8
73624,2008,9,9
73624,2008,1,10
73624,2008,2,11
73624,2008,8,14
73671,2008,3,8
73671,2008,3,14
73675,2008,1,9
73675,2008,3,14
73678,2008,3,9
73678,2008,2,10
73678,2008,1,11
73678,2008,2,14
73678,2008,1,15
73686,2008,1,8
73686,2008,3,9
73686,2008,1,12
73686,2008,1,14
73686,2008,2,15
73770,2008,1,14
73854,2008,2,8
73854,2008,1,10
73854,2008,1,15
73861,2008,3,8
73861,2008,3,9
73861,2008,1,10
73861,2008,2,12
73861,2008,7,14
73870,2008,1,8
73870,2008,7,9
73870,2008,2,10
73870,2008,2,14
73873,2008,3,9
73873,2008,1,11
73873,2008,1,15
76001,2008,6812,8
76001,2008,1331,9
76001,2008,39,10
76001,2008,3237,11
76001,2008,5,12
76001,2008,9,13
76001,2008,4756,14
76001,2008,679,15
76020,2008,17,8
76020,2008,17,9
76020,2008,7,11
76020,2008,24,14
76020,2008,9,15
76036,2008,12,8
76036,2008,19,9
76036,2008,4,11
76036,2008,2,13
76036,2008,14,14
76036,2008,1,15
76041,2008,5,8
76041,2008,21,9
76041,2008,2,11
76041,2008,13,14
76041,2008,3,15
76054,2008,4,9
76054,2008,2,11
76054,2008,1,14
76054,2008,1,15
76100,2008,7,8
76100,2008,12,9
76100,2008,5,11
76100,2008,20,14
76100,2008,6,15
76109,2008,388,8
76109,2008,197,9
76109,2008,15,10
76109,2008,145,11
76109,2008,3,12
76109,2008,2,13
76109,2008,318,14
76109,2008,28,15
76111,2008,317,8
76111,2008,102,9
76111,2008,1,10
76111,2008,293,11
76111,2008,214,14
76111,2008,40,15
76113,2008,16,8
76113,2008,22,9
76113,2008,14,11
76113,2008,27,14
76122,2008,55,8
76122,2008,35,9
76122,2008,33,11
76122,2008,106,14
76122,2008,22,15
76126,2008,17,8
76126,2008,3,9
76126,2008,16,11
76126,2008,3,12
76126,2008,30,14
76126,2008,3,15
76130,2008,78,8
76130,2008,36,9
76130,2008,37,11
76130,2008,183,14
76130,2008,9,15
76147,2008,200,8
76147,2008,124,9
76147,2008,104,11
76147,2008,1,12
76147,2008,147,14
76147,2008,55,15
76233,2008,34,8
76233,2008,23,9
76233,2008,46,11
76233,2008,1,12
76233,2008,1,13
76233,2008,160,14
76233,2008,29,15
76243,2008,2,8
76243,2008,12,9
76243,2008,3,11
76243,2008,3,14
76246,2008,1,8
76246,2008,8,9
76246,2008,3,11
76246,2008,4,14
76248,2008,49,8
76248,2008,41,9
76248,2008,14,11
76248,2008,1,13
76248,2008,84,14
76248,2008,4,15
76250,2008,18,9
76250,2008,1,13
76250,2008,7,14
76250,2008,5,15
76275,2008,74,8
76275,2008,27,9
76275,2008,24,11
76275,2008,96,14
76275,2008,6,15
76306,2008,26,8
76306,2008,9,9
76306,2008,9,11
76306,2008,41,14
76306,2008,11,15
76318,2008,34,8
76318,2008,10,9
76318,2008,39,11
76318,2008,50,14
76318,2008,2,15
76364,2008,127,8
76364,2008,77,9
76364,2008,1,10
76364,2008,58,11
76364,2008,1,12
76364,2008,138,14
76364,2008,22,15
76377,2008,11,8
76377,2008,4,9
76377,2008,1,10
76377,2008,12,11
76377,2008,25,14
76377,2008,8,15
76400,2008,35,8
76400,2008,40,9
76400,2008,1,10
76400,2008,5,11
76400,2008,33,14
76400,2008,7,15
76403,2008,3,8
76403,2008,15,9
76403,2008,3,11
76403,2008,6,14
76497,2008,8,8
76497,2008,14,9
76497,2008,1,11
76497,2008,6,14
76497,2008,2,15
76520,2008,858,8
76520,2008,178,9
76520,2008,7,10
76520,2008,261,11
76520,2008,1,13
76520,2008,693,14
76520,2008,16,15
76563,2008,76,8
76563,2008,26,9
76563,2008,35,11
76563,2008,71,14
76563,2008,13,15
76606,2008,4,8
76606,2008,7,9
76606,2008,11,11
76606,2008,19,14
76606,2008,4,15
76616,2008,8,8
76616,2008,22,9
76616,2008,13,11
76616,2008,21,14
76616,2008,3,15
76622,2008,68,8
76622,2008,41,9
76622,2008,19,11
76622,2008,59,14
76622,2008,7,15
76670,2008,10,8
76670,2008,12,9
76670,2008,1,10
76670,2008,6,11
76670,2008,29,14
76670,2008,1,15
76736,2008,109,8
76736,2008,56,9
76736,2008,21,11
76736,2008,135,14
76736,2008,17,15
76823,2008,3,8
76823,2008,23,9
76823,2008,4,11
76823,2008,1,12
76823,2008,13,14
76823,2008,7,15
76828,2008,1,8
76828,2008,4,9
76828,2008,8,11
76828,2008,21,14
76828,2008,1,15
76834,2008,325,8
76834,2008,183,9
76834,2008,8,10
76834,2008,175,11
76834,2008,2,12
76834,2008,165,14
76834,2008,18,15
76845,2008,7,8
76845,2008,4,9
76845,2008,9,14
76863,2008,3,8
76863,2008,11,9
76863,2008,2,11
76863,2008,11,14
76863,2008,2,15
76869,2008,4,8
76869,2008,6,9
76869,2008,2,11
76869,2008,8,14
76869,2008,1,15
76890,2008,21,8
76890,2008,11,9
76890,2008,15,11
76890,2008,24,14
76890,2008,8,15
76892,2008,263,8
76892,2008,63,9
76892,2008,96,11
76892,2008,159,14
76892,2008,54,15
76895,2008,26,8
76895,2008,43,9
76895,2008,1,10
76895,2008,21,11
76895,2008,1,12
76895,2008,53,14
76895,2008,6,15
8001,2008,7,10
81001,2008,41,8
81001,2008,11,9
81001,2008,31,11
81001,2008,134,14
81001,2008,28,15
81065,2008,14,8
81065,2008,78,9
81065,2008,5,11
81065,2008,3,12
81065,2008,46,14
81065,2008,6,15
81220,2008,2,9
81220,2008,2,14
81220,2008,2,15
81300,2008,1,8
81300,2008,39,9
81300,2008,6,11
81300,2008,23,14
81300,2008,1,15
81591,2008,5,8
81591,2008,2,9
81591,2008,1,11
81591,2008,8,14
81736,2008,14,8
81736,2008,63,9
81736,2008,1,10
